series_id                     	area_type_code	area_code	measure_code	seasonal	srd_code	series_title	footnote_codes	begin_year	begin_period	end_year	end_period
LAUCN720710000000003          	F	CN7207100000000	03	U	72	Unemployment Rate: Isabela Municipio, PR (U)		1990	M01	2023	M06
LAUCN720710000000004          	F	CN7207100000000	04	U	72	Unemployment: Isabela Municipio, PR (U)		1990	M01	2023	M06
LAUCN720710000000005          	F	CN7207100000000	05	U	72	Employment: Isabela Municipio, PR (U)		1990	M01	2023	M06
LAUCN720710000000006          	F	CN7207100000000	06	U	72	Labor Force: Isabela Municipio, PR (U)		1990	M01	2023	M06
LAUCN720730000000003          	F	CN7207300000000	03	U	72	Unemployment Rate: Jayuya Municipio, PR (U)		1990	M01	2023	M06
LAUCN720730000000004          	F	CN7207300000000	04	U	72	Unemployment: Jayuya Municipio, PR (U)		1990	M01	2023	M06
LAUCN720730000000005          	F	CN7207300000000	05	U	72	Employment: Jayuya Municipio, PR (U)		1990	M01	2023	M06
LAUCN720730000000006          	F	CN7207300000000	06	U	72	Labor Force: Jayuya Municipio, PR (U)		1990	M01	2023	M06
LAUCN720750000000003          	F	CN7207500000000	03	U	72	Unemployment Rate: Juana Diaz Municipio, PR (U)		1990	M01	2023	M06
LAUCN720750000000004          	F	CN7207500000000	04	U	72	Unemployment: Juana Diaz Municipio, PR (U)		1990	M01	2023	M06
LAUCN720750000000005          	F	CN7207500000000	05	U	72	Employment: Juana Diaz Municipio, PR (U)		1990	M01	2023	M06
LAUCN720750000000006          	F	CN7207500000000	06	U	72	Labor Force: Juana Diaz Municipio, PR (U)		1990	M01	2023	M06
LAUCN720770000000003          	F	CN7207700000000	03	U	72	Unemployment Rate: Juncos Municipio, PR (U)		1990	M01	2023	M06
LAUCN720770000000004          	F	CN7207700000000	04	U	72	Unemployment: Juncos Municipio, PR (U)		1990	M01	2023	M06
LAUCN720770000000005          	F	CN7207700000000	05	U	72	Employment: Juncos Municipio, PR (U)		1990	M01	2023	M06
LAUCN720770000000006          	F	CN7207700000000	06	U	72	Labor Force: Juncos Municipio, PR (U)		1990	M01	2023	M06
LAUCN720790000000003          	F	CN7207900000000	03	U	72	Unemployment Rate: Lajas Municipio, PR (U)		1990	M01	2023	M06
LAUCN720790000000004          	F	CN7207900000000	04	U	72	Unemployment: Lajas Municipio, PR (U)		1990	M01	2023	M06
LAUCN720790000000005          	F	CN7207900000000	05	U	72	Employment: Lajas Municipio, PR (U)		1990	M01	2023	M06
LAUCN720790000000006          	F	CN7207900000000	06	U	72	Labor Force: Lajas Municipio, PR (U)		1990	M01	2023	M06
LAUCN720810000000003          	F	CN7208100000000	03	U	72	Unemployment Rate: Lares Municipio, PR (U)		1990	M01	2023	M06
LAUCN720810000000004          	F	CN7208100000000	04	U	72	Unemployment: Lares Municipio, PR (U)		1990	M01	2023	M06
LAUCN720810000000005          	F	CN7208100000000	05	U	72	Employment: Lares Municipio, PR (U)		1990	M01	2023	M06
LAUCN720810000000006          	F	CN7208100000000	06	U	72	Labor Force: Lares Municipio, PR (U)		1990	M01	2023	M06
LAUCN720830000000003          	F	CN7208300000000	03	U	72	Unemployment Rate: Las Marias Municipio, PR (U)		1990	M01	2023	M06
LAUCN720830000000004          	F	CN7208300000000	04	U	72	Unemployment: Las Marias Municipio, PR (U)		1990	M01	2023	M06
LAUCN720830000000005          	F	CN7208300000000	05	U	72	Employment: Las Marias Municipio, PR (U)		1990	M01	2023	M06
LAUCN720830000000006          	F	CN7208300000000	06	U	72	Labor Force: Las Marias Municipio, PR (U)		1990	M01	2023	M06
LAUCN720850000000003          	F	CN7208500000000	03	U	72	Unemployment Rate: Las Piedras Municipio, PR (U)		1990	M01	2023	M06
LAUCN720850000000004          	F	CN7208500000000	04	U	72	Unemployment: Las Piedras Municipio, PR (U)		1990	M01	2023	M06
LAUCN720850000000005          	F	CN7208500000000	05	U	72	Employment: Las Piedras Municipio, PR (U)		1990	M01	2023	M06
LAUCN720850000000006          	F	CN7208500000000	06	U	72	Labor Force: Las Piedras Municipio, PR (U)		1990	M01	2023	M06
LAUCN720870000000003          	F	CN7208700000000	03	U	72	Unemployment Rate: Loiza Municipio, PR (U)		1990	M01	2023	M06
LAUCN720870000000004          	F	CN7208700000000	04	U	72	Unemployment: Loiza Municipio, PR (U)		1990	M01	2023	M06
LAUCN720870000000005          	F	CN7208700000000	05	U	72	Employment: Loiza Municipio, PR (U)		1990	M01	2023	M06
LAUCN720870000000006          	F	CN7208700000000	06	U	72	Labor Force: Loiza Municipio, PR (U)		1990	M01	2023	M06
LAUCN720890000000003          	F	CN7208900000000	03	U	72	Unemployment Rate: Luquillo Municipio, PR (U)		1990	M01	2023	M06
LAUCN720890000000004          	F	CN7208900000000	04	U	72	Unemployment: Luquillo Municipio, PR (U)		1990	M01	2023	M06
LAUCN720890000000005          	F	CN7208900000000	05	U	72	Employment: Luquillo Municipio, PR (U)		1990	M01	2023	M06
LAUCN720890000000006          	F	CN7208900000000	06	U	72	Labor Force: Luquillo Municipio, PR (U)		1990	M01	2023	M06
LAUCN720910000000003          	F	CN7209100000000	03	U	72	Unemployment Rate: Manati Municipio, PR (U)		1990	M01	2023	M06
LAUCN720910000000004          	F	CN7209100000000	04	U	72	Unemployment: Manati Municipio, PR (U)		1990	M01	2023	M06
LAUCN720910000000005          	F	CN7209100000000	05	U	72	Employment: Manati Municipio, PR (U)		1990	M01	2023	M06
LAUCN720910000000006          	F	CN7209100000000	06	U	72	Labor Force: Manati Municipio, PR (U)		1990	M01	2023	M06
LAUCN720930000000003          	F	CN7209300000000	03	U	72	Unemployment Rate: Maricao Municipio, PR (U)		1990	M01	2023	M06
LAUCN720930000000004          	F	CN7209300000000	04	U	72	Unemployment: Maricao Municipio, PR (U)		1990	M01	2023	M06
LAUCN720930000000005          	F	CN7209300000000	05	U	72	Employment: Maricao Municipio, PR (U)		1990	M01	2023	M06
LAUCN720930000000006          	F	CN7209300000000	06	U	72	Labor Force: Maricao Municipio, PR (U)		1990	M01	2023	M06
LAUCN720950000000003          	F	CN7209500000000	03	U	72	Unemployment Rate: Maunabo Municipio, PR (U)		1990	M01	2023	M06
LAUCN720950000000004          	F	CN7209500000000	04	U	72	Unemployment: Maunabo Municipio, PR (U)		1990	M01	2023	M06
LAUCN720950000000005          	F	CN7209500000000	05	U	72	Employment: Maunabo Municipio, PR (U)		1990	M01	2023	M06
LAUCN720950000000006          	F	CN7209500000000	06	U	72	Labor Force: Maunabo Municipio, PR (U)		1990	M01	2023	M06
LAUCN720970000000003          	F	CN7209700000000	03	U	72	Unemployment Rate: Mayaguez Municipio, PR (U)		1990	M01	2023	M06
LAUCN720970000000004          	F	CN7209700000000	04	U	72	Unemployment: Mayaguez Municipio, PR (U)		1990	M01	2023	M06
LAUCN720970000000005          	F	CN7209700000000	05	U	72	Employment: Mayaguez Municipio, PR (U)		1990	M01	2023	M06
LAUCN720970000000006          	F	CN7209700000000	06	U	72	Labor Force: Mayaguez Municipio, PR (U)		1990	M01	2023	M06
LAUCN720990000000003          	F	CN7209900000000	03	U	72	Unemployment Rate: Moca Municipio, PR (U)		1990	M01	2023	M06
LAUCN720990000000004          	F	CN7209900000000	04	U	72	Unemployment: Moca Municipio, PR (U)		1990	M01	2023	M06
LAUCN720990000000005          	F	CN7209900000000	05	U	72	Employment: Moca Municipio, PR (U)		1990	M01	2023	M06
LAUCN720990000000006          	F	CN7209900000000	06	U	72	Labor Force: Moca Municipio, PR (U)		1990	M01	2023	M06
LAUCN721010000000003          	F	CN7210100000000	03	U	72	Unemployment Rate: Morovis Municipio, PR (U)		1990	M01	2023	M06
LAUCN721010000000004          	F	CN7210100000000	04	U	72	Unemployment: Morovis Municipio, PR (U)		1990	M01	2023	M06
LAUCN721010000000005          	F	CN7210100000000	05	U	72	Employment: Morovis Municipio, PR (U)		1990	M01	2023	M06
LAUCN721010000000006          	F	CN7210100000000	06	U	72	Labor Force: Morovis Municipio, PR (U)		1990	M01	2023	M06
LAUCN721030000000003          	F	CN7210300000000	03	U	72	Unemployment Rate: Naguabo Municipio, PR (U)		1990	M01	2023	M06
LAUCN721030000000004          	F	CN7210300000000	04	U	72	Unemployment: Naguabo Municipio, PR (U)		1990	M01	2023	M06
LAUCN721030000000005          	F	CN7210300000000	05	U	72	Employment: Naguabo Municipio, PR (U)		1990	M01	2023	M06
LAUCN721030000000006          	F	CN7210300000000	06	U	72	Labor Force: Naguabo Municipio, PR (U)		1990	M01	2023	M06
LAUCN721050000000003          	F	CN7210500000000	03	U	72	Unemployment Rate: Naranjito Municipio, PR (U)		1990	M01	2023	M06
LAUCN721050000000004          	F	CN7210500000000	04	U	72	Unemployment: Naranjito Municipio, PR (U)		1990	M01	2023	M06
LAUCN721050000000005          	F	CN7210500000000	05	U	72	Employment: Naranjito Municipio, PR (U)		1990	M01	2023	M06
LAUCN721050000000006          	F	CN7210500000000	06	U	72	Labor Force: Naranjito Municipio, PR (U)		1990	M01	2023	M06
LAUCN721070000000003          	F	CN7210700000000	03	U	72	Unemployment Rate: Orocovis Municipio, PR (U)		1990	M01	2023	M06
LAUCN721070000000004          	F	CN7210700000000	04	U	72	Unemployment: Orocovis Municipio, PR (U)		1990	M01	2023	M06
LAUCN721070000000005          	F	CN7210700000000	05	U	72	Employment: Orocovis Municipio, PR (U)		1990	M01	2023	M06
LAUCN721070000000006          	F	CN7210700000000	06	U	72	Labor Force: Orocovis Municipio, PR (U)		1990	M01	2023	M06
LAUCN721090000000003          	F	CN7210900000000	03	U	72	Unemployment Rate: Patillas Municipio, PR (U)		1990	M01	2023	M06
LAUCN721090000000004          	F	CN7210900000000	04	U	72	Unemployment: Patillas Municipio, PR (U)		1990	M01	2023	M06
LAUCN721090000000005          	F	CN7210900000000	05	U	72	Employment: Patillas Municipio, PR (U)		1990	M01	2023	M06
LAUCN721090000000006          	F	CN7210900000000	06	U	72	Labor Force: Patillas Municipio, PR (U)		1990	M01	2023	M06
LAUCN721110000000003          	F	CN7211100000000	03	U	72	Unemployment Rate: Penuelas Municipio, PR (U)		1990	M01	2023	M06
LAUCN721110000000004          	F	CN7211100000000	04	U	72	Unemployment: Penuelas Municipio, PR (U)		1990	M01	2023	M06
LAUCN721110000000005          	F	CN7211100000000	05	U	72	Employment: Penuelas Municipio, PR (U)		1990	M01	2023	M06
LAUCN721110000000006          	F	CN7211100000000	06	U	72	Labor Force: Penuelas Municipio, PR (U)		1990	M01	2023	M06
LAUCN721130000000003          	F	CN7211300000000	03	U	72	Unemployment Rate: Ponce Municipio, PR (U)		1990	M01	2023	M06
LAUCN721130000000004          	F	CN7211300000000	04	U	72	Unemployment: Ponce Municipio, PR (U)		1990	M01	2023	M06
LAUCN721130000000005          	F	CN7211300000000	05	U	72	Employment: Ponce Municipio, PR (U)		1990	M01	2023	M06
LAUCN721130000000006          	F	CN7211300000000	06	U	72	Labor Force: Ponce Municipio, PR (U)		1990	M01	2023	M06
LAUCN721150000000003          	F	CN7211500000000	03	U	72	Unemployment Rate: Quebradillas Municipio, PR (U)		1990	M01	2023	M06
LAUCN721150000000004          	F	CN7211500000000	04	U	72	Unemployment: Quebradillas Municipio, PR (U)		1990	M01	2023	M06
LAUCN721150000000005          	F	CN7211500000000	05	U	72	Employment: Quebradillas Municipio, PR (U)		1990	M01	2023	M06
LAUCN721150000000006          	F	CN7211500000000	06	U	72	Labor Force: Quebradillas Municipio, PR (U)		1990	M01	2023	M06
LAUCN721170000000003          	F	CN7211700000000	03	U	72	Unemployment Rate: Rincon Municipio, PR (U)		1990	M01	2023	M06
LAUCN721170000000004          	F	CN7211700000000	04	U	72	Unemployment: Rincon Municipio, PR (U)		1990	M01	2023	M06
LAUCN721170000000005          	F	CN7211700000000	05	U	72	Employment: Rincon Municipio, PR (U)		1990	M01	2023	M06
LAUCN721170000000006          	F	CN7211700000000	06	U	72	Labor Force: Rincon Municipio, PR (U)		1990	M01	2023	M06
LAUCN721190000000003          	F	CN7211900000000	03	U	72	Unemployment Rate: Rio Grande Municipio, PR (U)		1990	M01	2023	M06
LAUCN721190000000004          	F	CN7211900000000	04	U	72	Unemployment: Rio Grande Municipio, PR (U)		1990	M01	2023	M06
LAUCN721190000000005          	F	CN7211900000000	05	U	72	Employment: Rio Grande Municipio, PR (U)		1990	M01	2023	M06
LAUCN721190000000006          	F	CN7211900000000	06	U	72	Labor Force: Rio Grande Municipio, PR (U)		1990	M01	2023	M06
LAUCN721210000000003          	F	CN7212100000000	03	U	72	Unemployment Rate: Sabana Grande Municipio, PR (U)		1990	M01	2023	M06
LAUCN721210000000004          	F	CN7212100000000	04	U	72	Unemployment: Sabana Grande Municipio, PR (U)		1990	M01	2023	M06
LAUCN721210000000005          	F	CN7212100000000	05	U	72	Employment: Sabana Grande Municipio, PR (U)		1990	M01	2023	M06
LAUCN721210000000006          	F	CN7212100000000	06	U	72	Labor Force: Sabana Grande Municipio, PR (U)		1990	M01	2023	M06
LAUCN721230000000003          	F	CN7212300000000	03	U	72	Unemployment Rate: Salinas Municipio, PR (U)		1990	M01	2023	M06
LAUCN721230000000004          	F	CN7212300000000	04	U	72	Unemployment: Salinas Municipio, PR (U)		1990	M01	2023	M06
LAUCN721230000000005          	F	CN7212300000000	05	U	72	Employment: Salinas Municipio, PR (U)		1990	M01	2023	M06
LAUCN721230000000006          	F	CN7212300000000	06	U	72	Labor Force: Salinas Municipio, PR (U)		1990	M01	2023	M06
LAUCN721250000000003          	F	CN7212500000000	03	U	72	Unemployment Rate: San German Municipio, PR (U)		1990	M01	2023	M06
LAUCN721250000000004          	F	CN7212500000000	04	U	72	Unemployment: San German Municipio, PR (U)		1990	M01	2023	M06
LAUCN721250000000005          	F	CN7212500000000	05	U	72	Employment: San German Municipio, PR (U)		1990	M01	2023	M06
LAUCN721250000000006          	F	CN7212500000000	06	U	72	Labor Force: San German Municipio, PR (U)		1990	M01	2023	M06
LAUCN721270000000003          	F	CN7212700000000	03	U	72	Unemployment Rate: San Juan Municipio, PR (U)		1990	M01	2023	M06
LAUCN721270000000004          	F	CN7212700000000	04	U	72	Unemployment: San Juan Municipio, PR (U)		1990	M01	2023	M06
LAUCN721270000000005          	F	CN7212700000000	05	U	72	Employment: San Juan Municipio, PR (U)		1990	M01	2023	M06
LAUCN721270000000006          	F	CN7212700000000	06	U	72	Labor Force: San Juan Municipio, PR (U)		1990	M01	2023	M06
LAUCN721290000000003          	F	CN7212900000000	03	U	72	Unemployment Rate: San Lorenzo Municipio, PR (U)		1990	M01	2023	M06
LAUCN721290000000004          	F	CN7212900000000	04	U	72	Unemployment: San Lorenzo Municipio, PR (U)		1990	M01	2023	M06
LAUCN721290000000005          	F	CN7212900000000	05	U	72	Employment: San Lorenzo Municipio, PR (U)		1990	M01	2023	M06
LAUCN721290000000006          	F	CN7212900000000	06	U	72	Labor Force: San Lorenzo Municipio, PR (U)		1990	M01	2023	M06
LAUCN721310000000003          	F	CN7213100000000	03	U	72	Unemployment Rate: San Sebastian Municipio, PR (U)		1990	M01	2023	M06
LAUCN721310000000004          	F	CN7213100000000	04	U	72	Unemployment: San Sebastian Municipio, PR (U)		1990	M01	2023	M06
LAUCN721310000000005          	F	CN7213100000000	05	U	72	Employment: San Sebastian Municipio, PR (U)		1990	M01	2023	M06
LAUCN721310000000006          	F	CN7213100000000	06	U	72	Labor Force: San Sebastian Municipio, PR (U)		1990	M01	2023	M06
LAUCN721330000000003          	F	CN7213300000000	03	U	72	Unemployment Rate: Santa Isabel Municipio, PR (U)		1990	M01	2023	M06
LAUCN721330000000004          	F	CN7213300000000	04	U	72	Unemployment: Santa Isabel Municipio, PR (U)		1990	M01	2023	M06
LAUCN721330000000005          	F	CN7213300000000	05	U	72	Employment: Santa Isabel Municipio, PR (U)		1990	M01	2023	M06
LAUCN721330000000006          	F	CN7213300000000	06	U	72	Labor Force: Santa Isabel Municipio, PR (U)		1990	M01	2023	M06
LAUCN721350000000003          	F	CN7213500000000	03	U	72	Unemployment Rate: Toa Alta Municipio, PR (U)		1990	M01	2023	M06
LAUCN721350000000004          	F	CN7213500000000	04	U	72	Unemployment: Toa Alta Municipio, PR (U)		1990	M01	2023	M06
LAUCN721350000000005          	F	CN7213500000000	05	U	72	Employment: Toa Alta Municipio, PR (U)		1990	M01	2023	M06
LAUCN721350000000006          	F	CN7213500000000	06	U	72	Labor Force: Toa Alta Municipio, PR (U)		1990	M01	2023	M06
LAUCN721370000000003          	F	CN7213700000000	03	U	72	Unemployment Rate: Toa Baja Municipio, PR (U)		1990	M01	2023	M06
LAUCN721370000000004          	F	CN7213700000000	04	U	72	Unemployment: Toa Baja Municipio, PR (U)		1990	M01	2023	M06
LAUCN721370000000005          	F	CN7213700000000	05	U	72	Employment: Toa Baja Municipio, PR (U)		1990	M01	2023	M06
LAUCN721370000000006          	F	CN7213700000000	06	U	72	Labor Force: Toa Baja Municipio, PR (U)		1990	M01	2023	M06
LAUCN721390000000003          	F	CN7213900000000	03	U	72	Unemployment Rate: Trujillo Alto Municipio, PR (U)		1990	M01	2023	M06
LAUCN721390000000004          	F	CN7213900000000	04	U	72	Unemployment: Trujillo Alto Municipio, PR (U)		1990	M01	2023	M06
LAUCN721390000000005          	F	CN7213900000000	05	U	72	Employment: Trujillo Alto Municipio, PR (U)		1990	M01	2023	M06
LAUCN721390000000006          	F	CN7213900000000	06	U	72	Labor Force: Trujillo Alto Municipio, PR (U)		1990	M01	2023	M06
LAUCN721410000000003          	F	CN7214100000000	03	U	72	Unemployment Rate: Utuado Municipio, PR (U)		1990	M01	2023	M06
LAUCN721410000000004          	F	CN7214100000000	04	U	72	Unemployment: Utuado Municipio, PR (U)		1990	M01	2023	M06
LAUCN721410000000005          	F	CN7214100000000	05	U	72	Employment: Utuado Municipio, PR (U)		1990	M01	2023	M06
LAUCN721410000000006          	F	CN7214100000000	06	U	72	Labor Force: Utuado Municipio, PR (U)		1990	M01	2023	M06
LAUCN721430000000003          	F	CN7214300000000	03	U	72	Unemployment Rate: Vega Alta Municipio, PR (U)		1990	M01	2023	M06
LAUCN721430000000004          	F	CN7214300000000	04	U	72	Unemployment: Vega Alta Municipio, PR (U)		1990	M01	2023	M06
LAUCN721430000000005          	F	CN7214300000000	05	U	72	Employment: Vega Alta Municipio, PR (U)		1990	M01	2023	M06
LAUCN721430000000006          	F	CN7214300000000	06	U	72	Labor Force: Vega Alta Municipio, PR (U)		1990	M01	2023	M06
LAUCN721450000000003          	F	CN7214500000000	03	U	72	Unemployment Rate: Vega Baja Municipio, PR (U)		1990	M01	2023	M06
LAUCN721450000000004          	F	CN7214500000000	04	U	72	Unemployment: Vega Baja Municipio, PR (U)		1990	M01	2023	M06
LAUCN721450000000005          	F	CN7214500000000	05	U	72	Employment: Vega Baja Municipio, PR (U)		1990	M01	2023	M06
LAUCN721450000000006          	F	CN7214500000000	06	U	72	Labor Force: Vega Baja Municipio, PR (U)		1990	M01	2023	M06
LAUCN721470000000003          	F	CN7214700000000	03	U	72	Unemployment Rate: Vieques Municipio, PR (U)		1990	M01	2023	M06
LAUCN721470000000004          	F	CN7214700000000	04	U	72	Unemployment: Vieques Municipio, PR (U)		1990	M01	2023	M06
LAUCN721470000000005          	F	CN7214700000000	05	U	72	Employment: Vieques Municipio, PR (U)		1990	M01	2023	M06
LAUCN721470000000006          	F	CN7214700000000	06	U	72	Labor Force: Vieques Municipio, PR (U)		1990	M01	2023	M06
LAUCN721490000000003          	F	CN7214900000000	03	U	72	Unemployment Rate: Villalba Municipio, PR (U)		1990	M01	2023	M06
LAUCN721490000000004          	F	CN7214900000000	04	U	72	Unemployment: Villalba Municipio, PR (U)		1990	M01	2023	M06
LAUCN721490000000005          	F	CN7214900000000	05	U	72	Employment: Villalba Municipio, PR (U)		1990	M01	2023	M06
LAUCN721490000000006          	F	CN7214900000000	06	U	72	Labor Force: Villalba Municipio, PR (U)		1990	M01	2023	M06
LAUCN721510000000003          	F	CN7215100000000	03	U	72	Unemployment Rate: Yabucoa Municipio, PR (U)		1990	M01	2023	M06
LAUCN721510000000004          	F	CN7215100000000	04	U	72	Unemployment: Yabucoa Municipio, PR (U)		1990	M01	2023	M06
LAUCN721510000000005          	F	CN7215100000000	05	U	72	Employment: Yabucoa Municipio, PR (U)		1990	M01	2023	M06
LAUCN721510000000006          	F	CN7215100000000	06	U	72	Labor Force: Yabucoa Municipio, PR (U)		1990	M01	2023	M06
LAUCN721530000000003          	F	CN7215300000000	03	U	72	Unemployment Rate: Yauco Municipio, PR (U)		1990	M01	2023	M06
LAUCN721530000000004          	F	CN7215300000000	04	U	72	Unemployment: Yauco Municipio, PR (U)		1990	M01	2023	M06
LAUCN721530000000005          	F	CN7215300000000	05	U	72	Employment: Yauco Municipio, PR (U)		1990	M01	2023	M06
LAUCN721530000000006          	F	CN7215300000000	06	U	72	Labor Force: Yauco Municipio, PR (U)		1990	M01	2023	M06
LAUCS090108000000003          	H	CS0901080000000	03	U	09	Unemployment Rate: Andover town, CT (U)		1990	M01	2023	M06
LAUCS090108000000004          	H	CS0901080000000	04	U	09	Unemployment: Andover town, CT (U)		1990	M01	2023	M06
LAUCS090108000000005          	H	CS0901080000000	05	U	09	Employment: Andover town, CT (U)		1990	M01	2023	M06
LAUCS090108000000006          	H	CS0901080000000	06	U	09	Labor Force: Andover town, CT (U)		1990	M01	2023	M06
LAUCS090143000000003          	H	CS0901430000000	03	U	09	Unemployment Rate: Ashford town, CT (U)		1990	M01	2023	M06
LAUCS090143000000004          	H	CS0901430000000	04	U	09	Unemployment: Ashford town, CT (U)		1990	M01	2023	M06
LAUCS090143000000005          	H	CS0901430000000	05	U	09	Employment: Ashford town, CT (U)		1990	M01	2023	M06
LAUCS090143000000006          	H	CS0901430000000	06	U	09	Labor Force: Ashford town, CT (U)		1990	M01	2023	M06
LAUCS090206000000003          	H	CS0902060000000	03	U	09	Unemployment Rate: Avon town, CT (U)		1990	M01	2023	M06
LAUCS090206000000004          	H	CS0902060000000	04	U	09	Unemployment: Avon town, CT (U)		1990	M01	2023	M06
LAUCS090206000000005          	H	CS0902060000000	05	U	09	Employment: Avon town, CT (U)		1990	M01	2023	M06
LAUCS090206000000006          	H	CS0902060000000	06	U	09	Labor Force: Avon town, CT (U)		1990	M01	2023	M06
LAUCS090276000000003          	H	CS0902760000000	03	U	09	Unemployment Rate: Barkhamsted town, CT (U)		1990	M01	2023	M06
LAUCS090276000000004          	H	CS0902760000000	04	U	09	Unemployment: Barkhamsted town, CT (U)		1990	M01	2023	M06
LAUCS090276000000005          	H	CS0902760000000	05	U	09	Employment: Barkhamsted town, CT (U)		1990	M01	2023	M06
LAUCS090276000000006          	H	CS0902760000000	06	U	09	Labor Force: Barkhamsted town, CT (U)		1990	M01	2023	M06
LAUCS090325000000003          	H	CS0903250000000	03	U	09	Unemployment Rate: Beacon Falls town, CT (U)		1990	M01	2023	M06
LAUCS090325000000004          	H	CS0903250000000	04	U	09	Unemployment: Beacon Falls town, CT (U)		1990	M01	2023	M06
LAUCS090325000000005          	H	CS0903250000000	05	U	09	Employment: Beacon Falls town, CT (U)		1990	M01	2023	M06
LAUCS090325000000006          	H	CS0903250000000	06	U	09	Labor Force: Beacon Falls town, CT (U)		1990	M01	2023	M06
LAUCS090430000000003          	H	CS0904300000000	03	U	09	Unemployment Rate: Berlin town, CT (U)		1990	M01	2023	M06
LAUCS090430000000004          	H	CS0904300000000	04	U	09	Unemployment: Berlin town, CT (U)		1990	M01	2023	M06
LAUCS090430000000005          	H	CS0904300000000	05	U	09	Employment: Berlin town, CT (U)		1990	M01	2023	M06
LAUCS090430000000006          	H	CS0904300000000	06	U	09	Labor Force: Berlin town, CT (U)		1990	M01	2023	M06
LAUCS090458000000003          	H	CS0904580000000	03	U	09	Unemployment Rate: Bethany town, CT (U)		1990	M01	2023	M06
LAUCS090458000000004          	H	CS0904580000000	04	U	09	Unemployment: Bethany town, CT (U)		1990	M01	2023	M06
LAUCS090458000000005          	H	CS0904580000000	05	U	09	Employment: Bethany town, CT (U)		1990	M01	2023	M06
LAUCS090458000000006          	H	CS0904580000000	06	U	09	Labor Force: Bethany town, CT (U)		1990	M01	2023	M06
LAUCS090472000000003          	H	CS0904720000000	03	U	09	Unemployment Rate: Bethel town, CT (U)		1990	M01	2023	M06
LAUCS090472000000004          	H	CS0904720000000	04	U	09	Unemployment: Bethel town, CT (U)		1990	M01	2023	M06
LAUCS090472000000005          	H	CS0904720000000	05	U	09	Employment: Bethel town, CT (U)		1990	M01	2023	M06
LAUCS090472000000006          	H	CS0904720000000	06	U	09	Labor Force: Bethel town, CT (U)		1990	M01	2023	M06
LAUCS090493000000003          	H	CS0904930000000	03	U	09	Unemployment Rate: Bethlehem town, CT (U)		1990	M01	2023	M06
LAUCS090493000000004          	H	CS0904930000000	04	U	09	Unemployment: Bethlehem town, CT (U)		1990	M01	2023	M06
LAUCS090493000000005          	H	CS0904930000000	05	U	09	Employment: Bethlehem town, CT (U)		1990	M01	2023	M06
LAUCS090493000000006          	H	CS0904930000000	06	U	09	Labor Force: Bethlehem town, CT (U)		1990	M01	2023	M06
LAUCS090591000000003          	H	CS0905910000000	03	U	09	Unemployment Rate: Bloomfield town, CT (U)		1990	M01	2023	M06
LAUCS090591000000004          	H	CS0905910000000	04	U	09	Unemployment: Bloomfield town, CT (U)		1990	M01	2023	M06
LAUCS090591000000005          	H	CS0905910000000	05	U	09	Employment: Bloomfield town, CT (U)		1990	M01	2023	M06
LAUCS090591000000006          	H	CS0905910000000	06	U	09	Labor Force: Bloomfield town, CT (U)		1990	M01	2023	M06
LAUCS090626000000003          	H	CS0906260000000	03	U	09	Unemployment Rate: Bolton town, CT (U)		1990	M01	2023	M06
LAUCS090626000000004          	H	CS0906260000000	04	U	09	Unemployment: Bolton town, CT (U)		1990	M01	2023	M06
LAUCS090626000000005          	H	CS0906260000000	05	U	09	Employment: Bolton town, CT (U)		1990	M01	2023	M06
LAUCS090626000000006          	H	CS0906260000000	06	U	09	Labor Force: Bolton town, CT (U)		1990	M01	2023	M06
LAUCS090682000000003          	H	CS0906820000000	03	U	09	Unemployment Rate: Bozrah town, CT (U)		1990	M01	2023	M06
LAUCS090682000000004          	H	CS0906820000000	04	U	09	Unemployment: Bozrah town, CT (U)		1990	M01	2023	M06
LAUCS090682000000005          	H	CS0906820000000	05	U	09	Employment: Bozrah town, CT (U)		1990	M01	2023	M06
LAUCS090682000000006          	H	CS0906820000000	06	U	09	Labor Force: Bozrah town, CT (U)		1990	M01	2023	M06
LAUCS090731000000003          	G	CS0907310000000	03	U	09	Unemployment Rate: Branford town, CT (U)		1990	M01	2023	M06
LAUCS090731000000004          	G	CS0907310000000	04	U	09	Unemployment: Branford town, CT (U)		1990	M01	2023	M06
LAUCS090731000000005          	G	CS0907310000000	05	U	09	Employment: Branford town, CT (U)		1990	M01	2023	M06
LAUCS090731000000006          	G	CS0907310000000	06	U	09	Labor Force: Branford town, CT (U)		1990	M01	2023	M06
LAUCS090821000000003          	H	CS0908210000000	03	U	09	Unemployment Rate: Bridgewater town, CT (U)		1990	M01	2023	M06
LAUCS090821000000004          	H	CS0908210000000	04	U	09	Unemployment: Bridgewater town, CT (U)		1990	M01	2023	M06
LAUCS090821000000005          	H	CS0908210000000	05	U	09	Employment: Bridgewater town, CT (U)		1990	M01	2023	M06
LAUCS090821000000006          	H	CS0908210000000	06	U	09	Labor Force: Bridgewater town, CT (U)		1990	M01	2023	M06
LAUCS090898000000003          	H	CS0908980000000	03	U	09	Unemployment Rate: Brookfield town, CT (U)		1990	M01	2023	M06
LAUCS090898000000004          	H	CS0908980000000	04	U	09	Unemployment: Brookfield town, CT (U)		1990	M01	2023	M06
LAUCS090898000000005          	H	CS0908980000000	05	U	09	Employment: Brookfield town, CT (U)		1990	M01	2023	M06
